event_name,location,country,session_name,session_date,total_laps,event_format,round_number,official_event_name,session_1,session_2,session_3,session_4,session_5
Italian Grand Prix,Monza,Italy,Race,2022-09-11 13:00:00,53,conventional,16,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2022,Practice 1,Practice 2,Practice 3,Qualifying,Race
